Sp. Def,Sp. Atk,Legendary,Generation,Total,Name,Entry,Attack,HP,Speed,Defense,Type 2,Type 1,#
83,73,False,3,467,Swalot,"Swalot has no teeth, so what it eats, it swallows whole, no
matter what. Its cavernous mouth yawns widely. An automobile
tire could easily fit inside this Pokémon’s mouth.",73,100,55,83,,Poison,317
20,65,False,3,305,Carvanha,"They’re such cowards that they won’t hunt
alone. When five or so of them get together,
they suddenly turn ferocious!",90,45,65,20,Dark,Water,318
40,95,False,3,460,Sharpedo,"People believe that carrying one of its
discarded fangs will prevent mishaps at sea,
so the fangs are made into accessories.",120,70,95,40,Dark,Water,319
35,70,False,3,400,Wailmer,"It swims along with its mouth open and
swallows down seawater along with its food.
It sprays excess water out of its nostrils.",70,130,60,35,,Water,320
45,90,False,3,500,Wailord,"They eat so many fish Pokémon that when
Wailord become too numerous, fishermen have
to chase them off.",90,170,60,45,,Water,321
45,65,False,3,305,Numel,"Numel stores magma of almost 2,200 degrees Fahrenheit
within its body. If it gets wet, the magma cools and hardens.
In that event, the Pokémon’s body grows heavy and its
movements become sluggish.",60,60,35,40,Ground,Fire,322
75,105,False,3,460,Camerupt,"The humps on Camerupt’s back are formed by a transformation
of its bones. They sometimes blast out molten magma.
This Pokémon apparently erupts often when it is enraged.",100,70,40,70,Ground,Fire,323
70,85,False,3,470,Torkoal,"You can tell how it’s feeling by the smoke
spouting from its shell. Tremendous velocity
is a sign of good health.",85,70,20,140,,Fire,324
80,70,False,3,330,Spoink,"Spoink keeps a pearl on top of its head. The pearl functions to
amplify this Pokémon’s psychokinetic powers. It is therefore on
a constant search for a bigger pearl.",25,60,60,35,,Psychic,325
110,90,False,3,470,Grumpig,"Grumpig uses the black pearls on its body to wield
its fantastic powers. When it is doing so, it dances bizarrely.
This Pokémon’s black pearls are valuable as works of art.",45,80,80,65,,Psychic,326
60,60,False,3,360,Spinda,"Its steps are shaky and stumbling. Walking for a
long time makes it feel sick.",60,60,60,60,,Normal,327
45,45,False,3,290,Trapinch,"Its jaws are strong enough to crush rocks but
so heavy that it can’t get up if it flips over.
Sandile seize those moments as their chance.",100,45,10,45,,Ground,328
50,50,False,3,340,Vibrava,"It vibrates its wings to generate ultrasonic
waves, causing its prey to faint. Then it buries
the prey alive in the sand to preserve it.",70,50,70,50,Dragon,Ground,329
80,80,False,3,520,Flygon,"By flapping their wings, Flygon cause
sandstorms that conceal Krookodile.
The team then splits the prey they catch.",100,80,100,80,Dragon,Ground,330
40,85,False,3,335,Cacnea,"The more arid and harsh the environment, the more pretty and
fragrant a flower Cacnea grows. This Pokémon battles by
wildly swinging its thorny arms.",85,50,35,40,,Grass,331
60,115,False,3,475,Cacturne,"If a traveler is going through a desert in the thick of night,
Cacturne will follow in a ragtag group. The Pokémon are
biding their time, waiting for the traveler to tire and become
incapable of moving.",115,70,55,60,Dark,Grass,332
75,40,False,3,310,Swablu,"Swablu loves to make things clean. If it spots something dirty,
it will wipe and polish it with its cottony wings. If its wings
become dirty, this Pokémon finds a stream and showers itself.",40,45,50,60,Flying,Normal,333
105,70,False,3,490,Altaria,"Altaria sings in a gorgeous soprano. Its wings are like cotton
clouds. This Pokémon catches updrafts with its buoyant wings
and soars way up into the wild blue yonder.",70,75,80,90,Flying,Dragon,334
60,60,False,3,458,Zangoose,"Zangoose usually stays on all fours, but when angered, it gets
up on its hind legs and extends its claws. This Pokémon shares
a bitter rivalry with Seviper that dates back over generations.",115,73,90,60,,Normal,335
60,100,False,3,458,Seviper,"Seviper’s swordlike tail serves two purposes—it slashes foes
and douses them with secreted poison. This Pokémon will not
give up its long-running blood feud with Zangoose.",100,73,65,60,,Poison,336
85,95,False,3,440,Lunatone,"Lunatone becomes active around the time of the full moon.
Instead of walking, it moves by floating in midair.
The Pokémon’s intimidating red eyes cause all those who
see it to become transfixed with fear.",55,70,70,65,Psychic,Rock,337
65,55,False,3,440,Solrock,"Sunlight is the source of Solrock’s power. It is said to possess
the ability to read the emotions of others. This Pokémon gives
off intense heat while rotating its body.",95,70,70,85,Psychic,Rock,338
41,46,False,3,288,Barboach,"Its entire body is gooey. When pecked at by
bird Pokémon, it slips and slides its way
to freedom.",48,50,60,43,Ground,Water,339
71,76,False,3,468,Whiscash,"Whiscash shakes the ground at high intensities
to intimidate its opponents. It swallows its prey
whole—along with mud from the swamp floor.",78,110,60,73,Ground,Water,340
35,50,False,3,308,Corphish,"Individuals that have been set free by Trainers
who could no longer raise them have become
common, and they can now be found in Alola.",80,43,35,65,,Water,341
55,90,False,3,468,Crawdaunt,"Its temperament is rough and it loves to fight,
but as soon as its pincers break off, it turns
cowardly. It stays timid until they grow back.",120,63,55,85,Dark,Water,342
70,40,False,3,300,Baltoy,"Depictions of Pokémon similar to Baltoy have
been found on the walls of caves where
primitive humans lived.",40,40,55,55,Psychic,Ground,343
120,70,False,3,500,Claydol,"If it gets wet, its body melts. When rain starts
to fall, it wraps its whole body up with its
psychic powers to protect itself.",70,60,75,105,Psychic,Ground,344
87,61,False,3,355,Lileep,"In ancient times, it lived in warm seas. It
disguised itself as seaweed to ambush its prey
and devoured them whole when they got close.",41,66,23,77,Grass,Rock,345
107,81,False,3,495,Cradily,"Normally, it lived on shallow sea shoals. When
the tide went out, this Pokémon came up on
land to search for prey.",81,86,43,97,Grass,Rock,346
50,40,False,3,355,Anorith,"When restored Anorith are released into the
ocean, they don’t thrive, because the water
composition has changed since their era.",95,45,75,50,Bug,Rock,347
80,70,False,3,495,Armaldo,"It lived on land and went out into the sea to
hunt for prey. Its sharp claws were its
greatest weapon.",125,75,45,100,Bug,Rock,348
55,10,False,3,200,Feebas,"They look ragged, so no one catches them. They
look like they’d taste bad, so predators won’t
eat them. And their numbers continue to grow.",15,20,80,20,,Water,349
125,100,False,3,540,Milotic,"While Milotic is said to be the most beautiful
Pokémon, Trainers who like Feebas and have
raised it are seemingly disappointed by Milotic.",60,95,81,79,,Water,350
70,70,False,3,420,Castform,"Although its form changes with the weather,
that is apparently the result of a chemical
reaction and not the result of its own free will.",70,70,70,70,,Normal,351
120,60,False,3,440,Kecleon,"It changes its hue to blend into its surroundings.
If no one takes notice of it for too long, it will
pout and never reveal itself.",90,60,40,70,,Normal,352
33,63,False,3,295,Shuppet,"It eats up emotions like malice, jealousy, and
resentment, so some people are grateful for
its presence.",75,44,45,35,,Ghost,353
63,83,False,3,455,Banette,"It’s a stuffed toy that was thrown away and
became possessed, ever searching for the one
who threw it away so it can exact its revenge.",115,64,65,65,,Ghost,354
90,30,False,3,295,Duskull,"Duskull wanders lost among the deep darkness of midnight.
There is an oft-told admonishment given to misbehaving
children that this Pokémon will spirit away bad children who
earn scoldings from their mothers.",40,20,25,90,,Ghost,355
130,60,False,3,455,Dusclops,"Dusclops absorbs anything, however large the object may be.
This Pokémon hypnotizes its foe by waving its hands in a
macabre manner and by bringing its single eye to bear.
The hypnotized foe is made to do Dusclops’s bidding.",70,40,25,130,,Ghost,356
87,72,False,3,460,Tropius,"The bunches of fruit growing around the necks
of Tropius in Alola are especially sweet
compared to those in other regions.",68,99,51,83,Flying,Grass,357
80,95,False,3,425,Chimecho,"In high winds, Chimecho cries as it hangs from a tree branch or
the eaves of a building using a suction cup on its head. This
Pokémon plucks berries with its long tail and eats them.",50,65,65,70,,Psychic,358
60,75,False,3,465,Absol,"The only thing unlucky about Absol is its
appearance. It protects fields and warns people
of disaster, so one ought to be grateful for it.",130,65,75,60,,Dark,359
48,23,False,3,260,Wynaut,"Wynaut gather on moonlit nights to play by squeezing up
against each other. By being squeezed, this Pokémon gains
endurance and is trained to dole out powerful counterattacks.",23,95,23,48,,Psychic,360
